Fechas,Montebello,Arareco,Chapala
2020-04-21 13:15,658530302.4,542632521.6,683717964
2020-04-21 13:30,658530302.4,542533843.2,683717964
2020-04-21 13:45,658530302.4,542632521.6,683964660
2020-04-21 14:00,658530302.4,542632521.6,683717964
2020-04-21 14:15,658530302.4,542632521.6,683717964
2020-04-21 14:30,658530302.4,542632521.6,683717964
2020-04-21 14:45,658530302.4,542731200,683717964
2020-04-21 15:00,658974355.2,542632521.6,683964660
2020-04-21 15:15,658530302.4,542731200,684211356
2020-04-21 15:30,658530302.4,542731200,684704748
2020-04-21 15:45,658530302.4,542731200,684951444
2020-04-21 16:00,658530302.4,542731200,685198140
2020-04-21 16:15,658530302.4,542731200,685814880
2020-04-21 16:30,658530302.4,542731200,686308272
2020-04-21 16:45,658530302.4,542731200,686308272
2020-04-21 17:00,658530302.4,542829878.4,686308272
2020-04-21 17:15,658530302.4,542829878.4,686801664
2020-04-21 17:30,658086249.6,542829878.4,686554968
2020-04-21 17:45,658530302.4,542829878.4,687048360
2020-04-21 18:00,658086249.6,542829878.4,687295056
2020-04-21 18:15,658530302.4,542829878.4,687295056
2020-04-21 18:30,658086249.6,542928556.8,687295056
2020-04-21 18:45,658530302.4,542829878.4,687665100
2020-04-21 19:00,658086249.6,542928556.8,688405188
2020-04-21 19:15,658086249.6,542829878.4,688405188
2020-04-21 19:30,658086249.6,542928556.8,688651884
2020-04-21 19:45,658086249.6,542928556.8,688898580
2020-04-21 20:00,658086249.6,542928556.8,688898580
2020-04-21 20:15,658086249.6,542928556.8,689145276
2020-04-21 20:30,658086249.6,542928556.8,689145276
2020-04-21 20:45,658086249.6,542928556.8,689268624
2020-04-21 21:00,658086249.6,542928556.8,689515320
2020-04-21 21:15,658086249.6,542928556.8,689762016
2020-04-21 21:30,658086249.6,542928556.8,690255408
2020-04-21 21:45,658086249.6,542928556.8,690502104
2020-04-21 22:00,658086249.6,543027235.2,690995496
2020-04-21 22:15,658086249.6,543027235.2,691118844
2020-04-21 22:30,658086249.6,543027235.2,691118844
2020-04-21 22:45,658086249.6,543125913.6,691612236
2020-04-21 23:00,658086249.6,543125913.6,691612236
2020-04-21 23:15,658086249.6,543125913.6,692105628
2020-04-21 23:30,658086249.6,543125913.6,692105628
2020-04-21 23:45,658086249.6,543027235.2,692352324
2020-04-22 00:00,658086249.6,543125913.6,692599020
2020-04-22 00:15,658086249.6,543125913.6,692599020
2020-04-22 00:30,658086249.6,543125913.6,692352324
2020-04-22 00:45,658086249.6,543224592,692352324
2020-04-22 01:00,658086249.6,543224592,692599020
2020-04-22 01:15,658086249.6,543125913.6,692845716
2020-04-22 01:30,658086249.6,543224592,693092412
2020-04-22 01:45,657642196.8,543224592,693092412
2020-04-22 02:00,658086249.6,543224592,693462456
2020-04-22 02:15,657642196.8,543224592,693462456
2020-04-22 02:30,657642196.8,543224592,693709152
2020-04-22 02:45,657642196.8,543224592,693709152
2020-04-22 03:00,657642196.8,543224592,693709152
2020-04-22 03:15,657642196.8,543224592,693462456
2020-04-22 03:30,657642196.8,543323270.4,693462456
2020-04-22 03:45,657642196.8,543224592,693462456
2020-04-22 04:00,657642196.8,543224592,693462456
2020-04-22 04:15,657642196.8,543323270.4,693462456
2020-04-22 04:30,657642196.8,543323270.4,693709152
2020-04-22 04:45,657642196.8,543323270.4,693955848
2020-04-22 05:00,657642196.8,543421948.8,693955848
2020-04-22 05:15,657642196.8,543323270.4,694202544
2020-04-22 05:30,657642196.8,543323270.4,694202544
2020-04-22 05:45,657642196.8,543421948.8,694449240
2020-04-22 06:00,657642196.8,543421948.8,694449240
2020-04-22 06:15,657642196.8,543421948.8,694695936
2020-04-22 06:30,657642196.8,543421948.8,694942632
2020-04-22 06:45,657642196.8,543421948.8,694695936
2020-04-22 07:00,657642196.8,543421948.8,694942632
2020-04-22 07:15,657642196.8,543421948.8,694942632
2020-04-22 07:30,657642196.8,543520627.2,694942632
2020-04-22 07:45,657198144,543421948.8,695065980
2020-04-22 08:00,657198144,543421948.8,694942632
2020-04-22 08:15,657198144,543421948.8,694695936
2020-04-22 08:30,657198144,543421948.8,694449240
2020-04-22 08:45,657198144,543421948.8,694942632
2020-04-22 09:00,657198144,543421948.8,694942632
2020-04-22 09:15,657198144,543421948.8,694942632
2020-04-22 09:30,657198144,543421948.8,695312676
2020-04-22 09:45,657198144,543421948.8,695559372
2020-04-22 10:00,657198144,543421948.8,695806068
2020-04-22 10:15,657198144,543520627.2,696052764
2020-04-22 10:30,657198144,543520627.2,696299460
2020-04-22 10:45,657198144,543520627.2,696052764
2020-04-22 11:00,657198144,543520627.2,696052764
2020-04-22 11:15,657198144,543520627.2,696052764
2020-04-22 11:30,657198144,543619305.6,696052764
2020-04-22 11:45,657198144,543520627.2,696052764
2020-04-22 12:00,657198144,543619305.6,696052764
2020-04-22 12:15,657198144,543520627.2,696052764
2020-04-22 12:30,657198144,543520627.2,696299460
2020-04-22 12:45,657198144,543619305.6,696546156
2020-04-22 13:00,657198144,543619305.6,696546156
2020-04-22 13:15,657198144,543619305.6,696299460
2020-04-22 13:30,657198144,543619305.6,696546156
2020-04-22 13:45,657198144,543717984,696052764
2020-04-22 14:00,657198144,543619305.6,696052764
2020-04-22 14:15,657198144,543619305.6,696052764
2020-04-22 14:30,656754091.2,543717984,696052764
2020-04-22 14:45,656754091.2,543717984,695559372
2020-04-22 15:00,656754091.2,543717984,696299460
2020-04-22 15:15,656754091.2,543717984,697409592
2020-04-22 15:30,656754091.2,543816662.4,697409592
2020-04-22 15:45,656754091.2,543717984,697656288
2020-04-22 16:00,656754091.2,543717984,697409592
2020-04-22 16:15,656754091.2,543717984,697162896
2020-04-22 16:30,656754091.2,543717984,696299460
2020-04-22 16:45,656754091.2,543717984,696052764
2020-04-22 17:00,656754091.2,543816662.4,694695936
2020-04-22 17:15,656754091.2,543717984,694449240
2020-04-22 17:30,656754091.2,543816662.4,694202544
2020-04-22 17:45,656754091.2,543816662.4,693955848
2020-04-22 18:00,656754091.2,543816662.4,694202544
2020-04-22 18:15,656754091.2,543816662.4,694695936
2020-04-22 18:30,656754091.2,543816662.4,695065980
2020-04-22 18:45,656754091.2,543816662.4,694942632
2020-04-22 19:00,656754091.2,543816662.4,694942632
2020-04-22 19:15,656754091.2,543816662.4,695065980
2020-04-22 19:30,656754091.2,543816662.4,695312676
2020-04-22 19:45,656754091.2,543816662.4,694942632
2020-04-22 20:00,656754091.2,543816662.4,694449240
2020-04-22 20:15,656754091.2,543915340.8,693709152
2020-04-22 20:30,656310038.4,543816662.4,694202544
2020-04-22 20:45,656310038.4,543915340.8,693955848
2020-04-22 21:00,656310038.4,543915340.8,693955848
2020-04-22 21:15,656310038.4,543915340.8,693955848
2020-04-22 21:30,656310038.4,543915340.8,694202544
